date_updated,category_id,category_name,product_id,product_url,meta_title,title_content,meta_img,img_content
2021-11-03 06:31:24.974463,9,Moisturizer,25,https://www.lookfantastic.com/the-ordinary-natural-moisturising-factors-ha-30ml/11396687.html,"<meta content=""The Ordinary Natural Moisturising Factors + HA 30ml"" property=""og:title""/>","The Ordinary Natural Moisturising Factors + HA 30ml","<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11396687-4734901905523595.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11396687-4734901905523595.jpg
2021-11-03 06:31:27.699602,9,Moisturizer,26,https://www.lookfantastic.com/cerave-facial-moisturising-lotion-spf-25-52ml/11798689.html,"<meta content=""CeraVe Facial Moisturising Lotion SPF 25 52ml"" property=""og:title""/>","CeraVe Facial Moisturising Lotion SPF 25 52ml","<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11798689-6104774892950815.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11798689-6104774892950815.jpg
2021-11-02,9,Moisturizer,31,https://www.lookfantastic.com/cerave-facial-moisturising-lotion-no-spf-52ml/11798688.html,"<meta content...test>","CeraVe Facial Moisturising Lotion No SPF 52ml","<meta content=...test>",https://static.thcdn.com/images/small/webp/productimg/960/960/11798688-1194696099173549.jpg
2021-11-03 18:54:53.107644,Cleanser,507,https://www.lookfantastic.com/cerave-hydrating-cleanser-236ml/11798700.html,"<meta content=""CeraVe Hydrating Cleanser 236ml"" property=""og:title""/>","CeraVe Hydrating Cleanser 236ml","<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11798700-1944898991205302.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11798700-1944898991205302.jpg
2021-11-03 18:54:56.124787,1,Cleanser,508,https://www.lookfantastic.com/cerave-foaming-facial-cleanser-473ml/11798697.html,"<meta content=""CeraVe Foaming Facial Cleanser 473ml"" property=""og:title""/>","CeraVe Foaming Facial Cleanser 473ml","<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11798697-7344774893144504.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11798697-7344774893144504.jpg
2021-11-03 18:55:50.135589,1,Cleanser,509,https://www.lookfantastic.com/cerave-smoothing-cleanser-236ml/12207663.html,"<meta content=""CeraVe Smoothing Cleanser 236ml"" property=""og:title""/>","CeraVe Smoothing Cleanser 236ml","<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12207663-2804774893228534.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12207663-2804774893228534.jpg
2021-11-03 18:55:52.868688,1,Cleanser,510,https://www.lookfantastic.com/cosrx-salicylic-acid-daily-gentle-cleanser-170g/11540297.html,"<meta content=""COSRX Salicylic Acid Daily Gentle Cleanser 170g"" property=""og:title""/>","COSRX Salicylic Acid Daily Gentle Cleanser 170g","<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11540297-1054840932408354.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11540297-1054840932408354.jpg
2021-11-03 18:55:55.561549,1,Cleanser,511,https://www.lookfantastic.com/la-roche-posay-effaclar-h-hydrating-cleansing-cream-200ml/11227837.html,"<meta content=""La Roche-Posay Effaclar H Hydrating Cleansing Cream (200ml)"" property=""og:title""/>","La Roche-Posay Effaclar H Hydrating Cleansing Cream (200ml)","<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11227837-8035383065020717.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11227837-8035383065020717.jpg9,Moisturizer,27,https://www.lookfantastic.com/the-ordinary-hyaluronic-acid-2-b5-hydration-support-formula-30ml/11363395.html,"<meta content=""The Ordinary Hyaluronic Acid 2% + B5 Hydration Support Formula 30ml"" property=""og:title""/>",The Ordinary Hyaluronic Acid 2% + B5 Hydration Support Formula 30ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11363395-1014901836846776.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11363395-1014901836846776.jpg,2021-11-03 21:29:19.741278
2021-11-03 21:29:22.921069,9,Moisturizer,28,https://www.lookfantastic.com/ameliorate-transforming-body-lotion-200ml/11865352.html,"<meta content=""AMELIORATE Transforming Body Lotion 200ml"" property=""og:title""/>",AMELIORATE Transforming Body Lotion 200ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12673785-7394880128026792.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12673785-7394880128026792.jpg
2021-11-03 21:29:26.475507,9,Moisturizer,29,https://www.lookfantastic.com/cerave-moisturising-cream-454g/11798691.html,"<meta content=""CeraVe Moisturising Cream 454g"" property=""og:title""/>",CeraVe Moisturising Cream 454g,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11798691-6724686227473584.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11798691-6724686227473584.jpg
2021-11-03 21:29:29.221173,9,Moisturizer,30,https://www.lookfantastic.com/cerave-moisturising-lotion-473ml/11798695.html,"<meta content=""CeraVe Moisturising Lotion for Dry to Very Dry Skin 473ml"" property=""og:title""/>",CeraVe Moisturising Lotion for Dry to Very Dry Skin 473ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11798695-3274774893056304.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11798695-3274774893056304.jpg
2021-11-03 21:30:14.805850,9,Moisturizer,32,https://www.lookfantastic.com/the-ordinary-natural-moisturizing-factors-ha-100ml/11638505.html#,"<meta content=""The Ordinary Natural Moisturizing Factors + HA 100ml"" property=""og:title""/>",The Ordinary Natural Moisturizing Factors + HA 100ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11638505-4814901837569779.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11638505-4814901837569779.jpg
2021-11-03 22:20:52.452191,9,Moisturizer,27,https://www.lookfantastic.com/the-ordinary-hyaluronic-acid-2-b5-hydration-support-formula-30ml/11363395.html,"<meta content=""The Ordinary Hyaluronic Acid 2% + B5 Hydration Support Formula 30ml"" property=""og:title""/>",The Ordinary Hyaluronic Acid 2% + B5 Hydration Support Formula 30ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11363395-1014901836846776.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11363395-1014901836846776.jpg
2021-11-03 22:20:55.255529,9,Moisturizer,33,https://www.lookfantastic.com/cerave-smoothing-cream-177ml/12207665.html,"<meta content=""CeraVe Smoothing Cream 177ml"" property=""og:title""/>",CeraVe Smoothing Cream 177ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12207665-5314768662560220.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12207665-5314768662560220.jpg
2021-11-03 22:21:03.927696,9,Moisturizer,34,https://www.lookfantastic.com/clinique-moisture-surge-72-hour-moisturiser-75ml/12506978.html,"<meta content=""Clinique Moisture Surge 72 Hour Moisturiser 75ml (Worth £46.00)"" property=""og:title""/>",Clinique Moisture Surge 72 Hour Moisturiser 75ml (Worth £46.00),"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12506978-3444773348840063.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12506978-3444773348840063.jpg
2021-11-03 22:21:06.786105,9,Moisturizer,35,https://www.lookfantastic.com/avene-antirougeurs-jour-redness-relief-moisturizing-protecting-cream-40ml/11117577.html,"<meta content=""Avène Antirougeurs Jour Redness Relief Moisturizing Protecting Cream (40ml)"" property=""og:title""/>",Avène Antirougeurs Jour Redness Relief Moisturizing Protecting Cream (40ml),"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11117577-1204786221784362.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11117577-1204786221784362.jpg
2021-11-03 22:21:51.564662,9,Moisturizer,36,https://www.lookfantastic.com/clinique-dramatically-different-moisturizing-lotion-125ml-with-pump/11144716.html,"<meta content=""Clinique Dramatically Different Moisturising Lotion+ 125ml with Pump"" property=""og:title""/>",Clinique Dramatically Different Moisturising Lotion+ 125ml with Pump,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11144716-1234617742859979.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11144716-1234617742859979.jpg
2021-11-03 22:21:54.372848,9,Moisturizer,37,https://www.lookfantastic.com/weleda-skin-food-75ml/10540680.html,"<meta content=""Weleda Skin Food (75ml)"" property=""og:title""/>",Weleda Skin Food (75ml),"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/10540680-1584866125211771.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/10540680-1584866125211771.jpg
2021-11-03 22:21:57.159612,9,Moisturizer,38,https://www.lookfantastic.com/neutrogena-hydro-boost-city-shield-spf-moisturiser/11433781.html,"<meta content=""Neutrogena Hydro Boost City Shield SPF25 Moisturiser and Facial Sunscreen 50ml"" property=""og:title""/>",Neutrogena Hydro Boost City Shield SPF25 Moisturiser and Facial Sunscreen 50ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11433781-1354646072229153.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11433781-1354646072229153.jpg
2021-11-03 22:22:52.505344,9,Moisturizer,39,https://www.lookfantastic.com/embryolisse-lait-creme-concentre-75ml/11118731.html,"<meta content=""Embryolisse Lait-Crème Concentré Multi-Purpose Moisturiser 75ml"" property=""og:title""/>",Embryolisse Lait-Crème Concentré Multi-Purpose Moisturiser 75ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11118731-1274905484791816.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11118731-1274905484791816.jpg
2021-11-03 22:22:56.178543,9,Moisturizer,40,https://www.lookfantastic.com/la-roche-posay-effaclar-h-moisturiser-40ml/11091824.html,"<meta content=""La Roche-Posay Effaclar H Moisturiser 40ml"" property=""og:title""/>",La Roche-Posay Effaclar H Moisturiser 40ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11091824-1614579472870916.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11091824-1614579472870916.jpg
2021-11-03 22:22:58.957505,9,Moisturizer,41,https://www.lookfantastic.com/bulldog-original-moisturiser-100ml/10599976.html,"<meta content=""Bulldog Original Moisturiser 100ml"" property=""og:title""/>",Bulldog Original Moisturiser 100ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/10599976-1404461279821304.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/10599976-1404461279821304.jpg
2021-11-03 22:23:52.072079,9,Moisturizer,42,https://www.lookfantastic.com/clinique-dramatically-different-moisturizing-gel-125ml-with-pump/11144718.html,"<meta content=""Clinique Dramatically Different Moisturising Gel 125ml with Pump"" property=""og:title""/>",Clinique Dramatically Different Moisturising Gel 125ml with Pump,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11144718-1054328983355223.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11144718-1054328983355223.jpg
2021-11-03 22:23:54.909535,9,Moisturizer,43,https://www.lookfantastic.com/la-roche-posay-effaclar-duo-spf30-40ml/11434756.html,"<meta content=""La Roche-Posay Effaclar Duo+ SPF30 with Niacinamide 40ml"" property=""og:title""/>",La Roche-Posay Effaclar Duo+ SPF30 with Niacinamide 40ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11434756-2064484574775269.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11434756-2064484574775269.jpg
2021-11-03 22:24:02.639281,9,Moisturizer,44,https://www.lookfantastic.com/avene-very-high-protection-b-protect-spf-50-30ml/12090923.html,"<meta content=""Avène Very High Protection B-Protect SPF50+ Sun Cream for Sensitive Skin 30ml"" property=""og:title""/>",Avène Very High Protection B-Protect SPF50+ Sun Cream for Sensitive Skin 30ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12090923-1524879089312684.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12090923-1524879089312684.jpg
2021-11-03 22:24:52.921498,1,Cleanser,507,https://www.lookfantastic.com/cerave-hydrating-cleanser-236ml/11798700.html,"<meta content=""CeraVe Hydrating Cleanser 236ml"" property=""og:title""/>",CeraVe Hydrating Cleanser 236ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11798700-1944898991205302.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11798700-1944898991205302.jpg
2021-11-03 22:24:55.992251,1,Cleanser,512,https://www.lookfantastic.com/la-roche-posay-effaclar-purifying-cleansing-gel-200ml/11091822.html,"<meta content=""La Roche-Posay Effaclar Purifying Cleansing Gel 200ml"" property=""og:title""/>",La Roche-Posay Effaclar Purifying Cleansing Gel 200ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11091822-1904492013074791.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11091822-1904492013074791.jpg
2021-11-03 22:24:58.961934,1,Cleanser,513,https://www.lookfantastic.com/la-roche-posay-effaclar-cleansing-gel-400ml/11434754.html,"<meta content=""La Roche-Posay Effaclar Cleansing Gel 400ml"" property=""og:title""/>",La Roche-Posay Effaclar Cleansing Gel 400ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11434754-1454890135272805.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11434754-1454890135272805.jpg
2021-11-03 22:25:53.846365,1,Cleanser,514,https://www.lookfantastic.com/clinique-liquid-facial-soap-mild-200ml/11144710.html,"<meta content=""Clinique Liquid Facial Soap Mild 200ml"" property=""og:title""/>",Clinique Liquid Facial Soap Mild 200ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11144710-8924807563474663.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11144710-8924807563474663.jpg
2021-11-03 22:25:56.995519,1,Cleanser,515,https://www.lookfantastic.com/elemis-dynamic-resurfacing-facial-wash-200ml/10362741.html,"<meta content=""Elemis Dynamic Resurfacing Facial Wash"" property=""og:title""/>",Elemis Dynamic Resurfacing Facial Wash,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12967326-1074891250264253.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12967326-1074891250264253.jpg
2021-11-03 22:26:00.681108,1,Cleanser,516,https://www.lookfantastic.com/first-aid-beauty-face-cleanser-142g/11054487.html,"<meta content=""First Aid Beauty Face Cleanser 142g"" property=""og:title""/>",First Aid Beauty Face Cleanser 142g,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11054487-7024901860582746.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11054487-7024901860582746.jpg
2021-11-03 22:26:51.887755,1,Cleanser,517,https://www.lookfantastic.com/garnier-micellar-water-facial-cleanser-and-makeup-remover-for-sensitive-skin-400ml/11171628.html,"<meta content=""Garnier Micellar Water Facial Cleanser and Makeup Remover for Sensitive Skin 400ml"" property=""og:title""/>",Garnier Micellar Water Facial Cleanser and Makeup Remover for Sensitive Skin 400ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11171628-2294773298829151.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11171628-2294773298829151.jpg
2021-11-03 22:26:54.531077,1,Cleanser,518,https://www.lookfantastic.com/caudalie-duo-foaming-cleanser-2-x-150ml/10809273.html,"<meta content=""Caudalie Duo Foaming Cleanser (2 x 150ml) (Worth £30)"" property=""og:title""/>",Caudalie Duo Foaming Cleanser (2 x 150ml) (Worth £30),"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/10809273-1474392321515256.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/10809273-1474392321515256.jpg
2021-11-03 22:26:57.321007,1,Cleanser,519,https://www.lookfantastic.com/liz-earle-cleanse-polish-100ml-pump/12528854.html,"<meta content=""Liz Earle Cleanse &amp; Polish 100ml Pump"" property=""og:title""/>",Liz Earle Cleanse & Polish 100ml Pump,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12540074-1684764965620194.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12540074-1684764965620194.jpg
2021-11-03 22:27:53.813914,1,Cleanser,520,https://www.lookfantastic.com/caudalie-vinopure-purifying-gel-cleanser-150ml/12269260.html,"<meta content=""Caudalie Vinopure Purifying Gel Cleanser 150ml"" property=""og:title""/>",Caudalie Vinopure Purifying Gel Cleanser 150ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/12269260-8804701532902459.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/12269260-8804701532902459.jpg
2021-11-03 22:27:56.781833,1,Cleanser,521,https://www.lookfantastic.com/bulldog-original-face-wash-150ml/11200187.html,"<meta content=""Bulldog Original Face Wash 150ml"" property=""og:title""/>",Bulldog Original Face Wash 150ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11200187-1074461279662586.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11200187-1074461279662586.jpg
2021-11-03 22:27:59.812229,1,Cleanser,522,https://www.lookfantastic.com/neutrogena-hydro-boost-water-gel-cleanser-200ml/11433777.html,"<meta content=""Neutrogena Hydro Boost Water Gel Facial Cleanser for Dry or Dehydrated Skin 200ml"" property=""og:title""/>",Neutrogena Hydro Boost Water Gel Facial Cleanser for Dry or Dehydrated Skin 200ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11433777-1484654110721599.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11433777-1484654110721599.jpg
2021-11-03 22:28:53.071896,1,Cleanser,523,https://www.lookfantastic.com/nip-fab-teen-skin-fix-pore-blaster-night-wash-145ml/11567226.html,"<meta content=""NIP+FAB Teen Skin Fix Pore Blaster Night Wash 145ml"" property=""og:title""/>",NIP+FAB Teen Skin Fix Pore Blaster Night Wash 145ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11567226-2434529910897060.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11567226-2434529910897060.jpg
2021-11-03 22:28:56.067466,1,Cleanser,524,https://www.lookfantastic.com/elemis-superfood-cleansing-wash/11642883.html,"<meta content=""Elemis Superfood Facial Wash"" property=""og:title""/>",Elemis Superfood Facial Wash,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11642883-1514898326450035.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11642883-1514898326450035.jpg
2021-11-03 22:28:59.687840,1,Cleanser,525,https://www.lookfantastic.com/bioderma-hybrabio-h2o-500ml-duo-pack/12320869.html,"<meta content=""Bioderma Hydrabio Cleansing Micellar Water Dehydrated Skin Duo Pack 500ml"" property=""og:title""/>",Bioderma Hydrabio Cleansing Micellar Water Dehydrated Skin Duo Pack 500ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/12320869-6214812151938831.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/12320869-6214812151938831.jpg
2021-11-03 22:29:53.463326,1,Cleanser,526,https://www.lookfantastic.com/la-roche-posay-toleriane-dermo-cleanser-200ml/11091885.html,"<meta content=""La Roche-Posay Toleriane Dermo-Cleanser 200ml"" property=""og:title""/>",La Roche-Posay Toleriane Dermo-Cleanser 200ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/11091885-1244444620462162.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/11091885-1244444620462162.jpg
2021-11-03 22:50:42.923449,9,Moisturizer,45,https://www.lookfantastic.com/avene-tolerance-extreme-emulsion-50ml/11571253.html,"<meta content=""Avène Tolerance Extrême Emulsion Moisturiser for Intolerant Skin 50ml"" property=""og:title""/>",Avène Tolerance Extrême Emulsion Moisturiser for Intolerant Skin 50ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11571253-1814833171269250.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11571253-1814833171269250.jpg
2021-11-03 22:50:46.588732,9,Moisturizer,46,https://www.lookfantastic.com/estee-lauder-daywear-advanced-multi-protection-anti-oxidant-creme-spf15-n-c-50ml/11141582.html,"<meta content=""Estée Lauder DayWear Advanced Multi-Protection Anti-Oxidant Creme SPF15 N/C 50ml"" property=""og:title""/>",Estée Lauder DayWear Advanced Multi-Protection Anti-Oxidant Creme SPF15 N/C 50ml,"<meta content=""https://static.thcdn.com/images/small/original//productimg/960/960/11141582-5394871766093090.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original//productimg/960/960/11141582-5394871766093090.jpg
2021-11-03 22:51:27.044795,9,Moisturizer,47,https://www.lookfantastic.com/the-chemistry-brand-intense-youth-complex-hand-cream-100ml/10985285.html,"<meta content=""The Chemistry Brand Intense Youth Complex Hand Cream 100ml"" property=""og:title""/>",The Chemistry Brand Intense Youth Complex Hand Cream 100ml,"<meta content=""https://static.thcdn.com/images/small/original/productimg/960/960/10985285-3374461781664949.jpg"" crossorigin="""" loading=""lazy"" property=""og:image""/>",https://static.thcdn.com/images/small/original/productimg/960/960/10985285-3374461781664949.jpg
